FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/42620,8/23/18,,in,present,isawdca_000162.pdf,81.9 MB,496233067,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958.","Семенов, А.А.",1873-1958,Ташкент,Tashkent,Изд-во Академии наук УзССР,Izd-vo Akademii nauk UzSSR,6,1963,741,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,6,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42621,8/23/18,,in,present,isawdca_000163.pdf,68.8 MB,493078168,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.","Урунбаев, А.",1929-,Ташкент,Tashkent,"Изд-во ""Наука"", Узбекской ССР","Izd-vo ""Nauka"" Uzbekskoĭ SSR",7,1964,557,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,7,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Epifanova, L.M.",,,,,,Russian,
http://hdl.handle.net/2451/42622,8/23/18,,in,present,isawdca_000164.pdf,103 MB,493078174,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958.","Семенов, А.А.",1873-1958,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,801,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,8,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Voronovskiĭ, D.G.",,,,,,Russian,
http://hdl.handle.net/2451/42623,8/23/18,,in,present,isawdca_000165.pdf,74.4 MB,493079066,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.","Урунбаев, А.",1929-,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,601,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,9,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Epifanova, L.M.",,,,,,Russian,
http://hdl.handle.net/2451/42624,8/23/18,,in,present,isawdca_000166.pdf,87.8 MB,493078184,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Voronovskiĭ, D.G.","Вороновский, Д.Г.",1908-1984,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1975,708,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,10,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42625,8/23/18,,in,present,isawdca_000167.pdf,90.7 MB,493076997,serial,serial,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,Sobranie vostochnykh rukopiseĭ Akademii nauk Uzbekskoĭ SSR,"Urunbaev, A.","Урунбаев, А.",1929-,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1987,449,Собрание восточных рукописей Академии наук Узбекской ССР.,Sobranie vostochnyh rukopiseĭ Akademii nauk Uzbekskoĭ SSR.,11,Uzbekistan,Sharqshunoslik instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)--Archives--Catalogs. Manuscripts. Oriental--Uzbekistan--Tashkent--Catalogs,Value: 2. Most of the material is late.,"NO BOOK, https://books.google.com/books?id=c62xsPgpUp0C","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42626,8/23/18,,in,present,isawdca_000190.pdf,79.7 MB,5626799,serial,serial,История материальной культуры Узбекистана,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,Изд-во Академии наук Узбекской ССР,Izd-vo Akademii nauk Uzbekskoĭ SSR,6,1961,326,,,2,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42603,8/23/18,,in,present,isawdca_000191.pdf,35.7 MB,5626799,serial,serial,История материальной культуры Узбекистана,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,Изд-во Академии наук Узбекской ССР,Izd-vo Akademii nauk Uzbekskoĭ SSR,6,1962,172,,,3,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42604,8/23/18,,in,present,isawdca_000192.pdf,37.1 MB,5626799,serial,serial,История материальной культуры Узбекистана,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,Изд-во Академии наук Узбекской ССР,Izd-vo Akademii nauk Uzbekskoĭ SSR,6,1963,162,,,4,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42605,8/23/18,,in,present,isawdca_000193.pdf,56.6 MB,5626799,serial,serial,История материальной культуры Узбекистана,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,"Изд-во ""Наука"", Узбекской ССР","Izd-vo ""Nauka"" Uzbekskoĭ SSR",7,1964,251,,,5,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42606,8/23/18,,in,present,isawdca_000194.pdf,52.8 MB,5626799,serial,serial,История материальной культуры Узбекистана.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,"Изд-во ""Наука"", Узбекской ССР","Izd-vo ""Nauka"" Uzbekskoĭ SSR",7,1965,226,,,6,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42607,8/23/18,,in,present,isawdca_000195.pdf,43.0 MB,5626799,serial,serial,История материальной культуры Узбекистана.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,Istorii︠a︡ materialʹnoĭ kulʹtury Uzbekistana.,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1966,190,,,7,Uzbekistan,Material culture--Uzbekistan--Periodicals. Uzbekistan--Antiquities--Periodicals.,,"NO BOOK, https://books.google.com/books?id=YvoEAQAAIAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
